cve_id,package_guess,cwe_id,cvss_base_score,cvss_exploitability,vuln_count_12m,days_since_patch,patch_lag_days,has_exploit,dependency_depth,maintainer_activity,severity_label
CVE-2013-1629,pip,CWE-20,6.8,8.6,1.0,4740.0,4740.0,1,10.0,1.17,MEDIUM
CVE-2013-1630,pyshop,CWE-20,6.8,8.6,1.0,1423.0,1423.0,0,1.0,0.0,MEDIUM
CVE-2013-1633,setuptools,CWE-20,6.8,8.6,1.0,4715.0,4715.0,0,10.0,1.33,MEDIUM
CVE-2019-6802,pypiserver,CWE-74,6.1,2.8,1.0,2573.0,2573.0,1,5.0,0.33,MEDIUM
CVE-2020-13328,issue,CWE-79,4.8,1.7,65.0,504.0,504.0,1,0.0,0.0,MEDIUM
CVE-2020-27589,blackduck,CWE-295,7.5,3.9,1.0,1260.0,1260.0,1,6.0,0.0,HIGH
CVE-2021-21371,for,CWE-502,5.0,1.8,11.0,,,0,,,MEDIUM
CVE-2021-29510,data,CWE-835,3.3,1.8,1.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2021-39158,python,CWE-345,8.8,2.8,1.0,,,0,,,HIGH
CVE-2021-3840,dependency,CWE-427,8.8,2.8,1.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2022-0352,calibreweb,CWE-79,6.1,2.8,1.0,1469.0,1469.0,1,1.0,0.33,MEDIUM
CVE-2022-0273,calibreweb,CWE-284,6.5,2.8,2.0,1468.0,1468.0,1,1.0,0.33,MEDIUM
CVE-2022-0339,calibreweb,CWE-918,9.8,3.9,3.0,1468.0,1468.0,1,1.0,0.33,CRITICAL
CVE-2022-28470,marcador,NVD-CWE-noinfo,9.8,3.9,1.0,509.0,509.0,1,0.0,0.0,CRITICAL
CVE-2022-1431,issue,CWE-20,4.3,2.8,30.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2022-30877,keep,NVD-CWE-Other,9.8,3.9,1.0,784.0,784.0,1,2.0,0.0,CRITICAL
CVE-2022-30882,pyanxdns,NVD-CWE-noinfo,9.8,3.9,1.0,1.0,1.0,1,0.0,0.0,CRITICAL
CVE-2022-31313,package,NVD-CWE-noinfo,9.8,3.9,6.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2022-30885,pyesasky,NVD-CWE-Other,9.8,3.9,1.0,1411.0,1411.0,1,3.0,0.33,CRITICAL
CVE-2022-32997,package,NVD-CWE-noinfo,9.8,3.9,7.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-32998,package,NVD-CWE-noinfo,9.8,3.9,8.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-32999,cloudlabeling,NVD-CWE-noinfo,9.8,3.9,1.0,0.0,0.0,1,1.0,0.0,CRITICAL
CVE-2022-33000,package,NVD-CWE-noinfo,9.8,3.9,9.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-33001,package,NVD-CWE-noinfo,9.8,3.9,10.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-33002,package,NVD-CWE-noinfo,9.8,3.9,11.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-33003,watools,NVD-CWE-noinfo,9.8,3.9,1.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-33004,package,NVD-CWE-noinfo,9.8,3.9,12.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34053,package,NVD-CWE-noinfo,9.8,3.9,13.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34054,package,NVD-CWE-noinfo,9.8,3.9,14.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34055,drxhello,NVD-CWE-noinfo,9.8,3.9,1.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34056,package,NVD-CWE-noinfo,9.8,3.9,15.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34057,package,NVD-CWE-Other,9.8,3.9,16.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2022-34059,was,NVD-CWE-Other,9.8,3.9,3.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34060,package,NVD-CWE-Other,9.8,3.9,17.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34061,package,NVD-CWE-Other,9.8,3.9,18.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34064,package,NVD-CWE-Other,9.8,3.9,19.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2022-34065,package,NVD-CWE-Other,9.8,3.9,20.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34066,package,NVD-CWE-Other,9.8,3.9,21.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34500,package,NVD-CWE-noinfo,9.8,3.9,22.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2022-34501,package,NVD-CWE-noinfo,9.8,3.9,23.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2022-34509,wikifaces,NVD-CWE-noinfo,9.8,3.9,1.0,499.0,499.0,0,0.0,0.0,CRITICAL
CVE-2022-34981,package,NVD-CWE-noinfo,9.8,3.9,24.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-34982,eziod,NVD-CWE-noinfo,9.8,3.9,1.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2022-34983,package,NVD-CWE-noinfo,9.8,3.9,25.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-1930,exponential,CWE-1333,5.9,2.2,5.0,427.0,427.0,1,0.0,0.0,MEDIUM
CVE-2022-38792,exotel,NVD-CWE-Other,9.8,3.9,1.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2022-38880,for,NVD-CWE-Other,9.8,3.9,32.0,,,1,,,CRITICAL
CVE-2022-40424,for,NVD-CWE-Other,9.8,3.9,33.0,,,1,,,CRITICAL
CVE-2022-40427,for,NVD-CWE-Other,9.8,3.9,34.0,,,1,,,CRITICAL
CVE-2022-40805,for,NVD-CWE-Other,9.8,3.9,35.0,,,1,,,CRITICAL
CVE-2022-40806,for,NVD-CWE-Other,9.8,3.9,36.0,,,1,,,CRITICAL
CVE-2022-40807,for,NVD-CWE-Other,9.8,3.9,37.0,,,1,,,CRITICAL
CVE-2022-40808,for,NVD-CWE-Other,9.8,3.9,38.0,,,1,,,CRITICAL
CVE-2022-40811,for,NVD-CWE-Other,9.8,3.9,39.0,,,1,,,CRITICAL
CVE-2022-38881,for,CWE-434,9.8,3.9,40.0,,,1,,,CRITICAL
CVE-2022-38882,for,CWE-434,9.8,3.9,41.0,,,1,,,CRITICAL
CVE-2022-38883,for,CWE-434,9.8,3.9,42.0,,,1,,,CRITICAL
CVE-2022-38884,for,CWE-434,9.8,3.9,43.0,,,1,,,CRITICAL
CVE-2022-38885,for,CWE-434,9.8,3.9,44.0,,,1,,,CRITICAL
CVE-2022-38886,for,CWE-434,9.8,3.9,45.0,,,1,,,CRITICAL
CVE-2022-38887,for,CWE-434,9.8,3.9,46.0,,,1,,,CRITICAL
CVE-2022-40425,for,NVD-CWE-Other,9.8,3.9,47.0,,,1,,,CRITICAL
CVE-2022-40426,for,NVD-CWE-Other,9.8,3.9,48.0,,,1,,,CRITICAL
CVE-2022-40428,for,NVD-CWE-Other,9.8,3.9,49.0,,,1,,,CRITICAL
CVE-2022-40429,for,NVD-CWE-Other,9.8,3.9,50.0,,,1,,,CRITICAL
CVE-2022-40430,for,NVD-CWE-Other,9.8,3.9,51.0,,,1,,,CRITICAL
CVE-2022-40431,for,CWE-434,9.8,3.9,52.0,,,1,,,CRITICAL
CVE-2022-40432,for,CWE-434,9.8,3.9,53.0,,,1,,,CRITICAL
CVE-2022-40809,for,NVD-CWE-Other,9.8,3.9,54.0,,,0,,,CRITICAL
CVE-2022-40810,for,NVD-CWE-Other,9.8,3.9,55.0,,,0,,,CRITICAL
CVE-2022-40812,for,NVD-CWE-Other,9.8,3.9,56.0,,,0,,,CRITICAL
CVE-2022-41380,package,CWE-434,9.8,3.9,26.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-41381,package,CWE-434,9.8,3.9,27.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-41382,package,CWE-434,9.8,3.9,28.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-41383,package,CWE-434,9.8,3.9,29.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-41384,package,CWE-434,9.8,3.9,30.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-41385,package,CWE-434,9.8,3.9,31.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-41386,package,CWE-434,9.8,3.9,32.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-41387,package,CWE-434,9.8,3.9,33.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42036,package,CWE-434,9.8,3.9,34.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42037,package,CWE-434,9.8,3.9,35.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42038,package,CWE-434,9.8,3.9,36.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42039,package,CWE-434,9.8,3.9,37.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42040,package,CWE-434,9.8,3.9,38.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42041,package,NVD-CWE-Other,9.8,3.9,39.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42042,package,NVD-CWE-Other,9.8,3.9,40.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42043,package,CWE-434,9.8,3.9,41.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-42044,package,CWE-434,9.8,3.9,42.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2022-43303,for,CWE-434,9.8,3.9,42.0,,,0,,,CRITICAL
CVE-2022-43304,for,CWE-434,9.8,3.9,43.0,,,0,,,CRITICAL
CVE-2022-43305,for,CWE-434,9.8,3.9,44.0,,,0,,,CRITICAL
CVE-2022-43306,for,CWE-434,8.8,2.8,45.0,,,0,,,HIGH
CVE-2022-44048,for,CWE-434,9.8,3.9,46.0,,,0,,,CRITICAL
CVE-2022-44049,for,CWE-434,9.8,3.9,47.0,,,0,,,CRITICAL
CVE-2022-44050,for,CWE-434,9.8,3.9,48.0,,,0,,,CRITICAL
CVE-2022-44051,for,CWE-434,9.8,3.9,49.0,,,0,,,CRITICAL
CVE-2022-44052,for,CWE-434,9.8,3.9,50.0,,,0,,,CRITICAL
CVE-2022-44053,for,CWE-434,9.8,3.9,51.0,,,0,,,CRITICAL
CVE-2022-44054,for,CWE-434,9.8,3.9,52.0,,,0,,,CRITICAL
CVE-2022-42964,exponential,CWE-1333,5.9,2.2,7.0,348.0,348.0,1,0.0,0.0,MEDIUM
CVE-2022-42965,exponential,CWE-1333,3.7,2.2,8.0,348.0,348.0,1,0.0,0.0,LOW
CVE-2022-42966,exponential,CWE-1333,5.9,2.2,9.0,348.0,348.0,1,0.0,0.0,MEDIUM
CVE-2022-23530,tool,CWE-22,5.8,1.6,1.0,0.0,0.0,1,0.0,0.0,MEDIUM
CVE-2022-23531,tool,CWE-23,5.8,1.6,2.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2023-31543,dependency,CWE-427,9.8,3.9,3.0,0.0,0.0,1,0.0,0.0,CRITICAL
CVE-2023-45805,pdm,CWE-20,7.8,1.8,1.0,976.0,976.0,1,10.0,2.67,HIGH
CVE-2023-47248,untrusted,CWE-502,9.8,3.9,1.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2023-48056,uses,CWE-330,7.5,3.9,1.0,,,0,,,HIGH
CVE-2024-23342,package,CWE-203,7.4,2.2,5.0,0.0,0.0,1,0.0,0.0,HIGH
CVE-2024-26151,package,CWE-20,8.2,2.3,6.0,0.0,0.0,1,0.0,0.0,HIGH
CVE-2024-29151,through,CWE-311,9.1,3.9,10.0,,,0,,,CRITICAL
CVE-2024-36110,open,CWE-79,8.2,2.3,50.0,,,0,,,HIGH
CVE-2025-1716,picklescan,CWE-184,9.8,3.9,1.0,489.0,489.0,1,4.0,2.5,CRITICAL
CVE-2025-5174,vulnerability,CWE-20,5.3,1.8,149.0,,,1,,,MEDIUM
CVE-2025-5175,vulnerability,CWE-266,5.3,1.8,150.0,,,1,,,MEDIUM
CVE-2025-32800,contains,CWE-1357,9.8,3.9,5.0,,,1,,,CRITICAL
CVE-2025-66416,called,CWE-1188,8.1,2.8,3.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2026-22870,tool,CWE-409,7.5,3.9,8.0,0.0,0.0,1,0.0,0.0,HIGH
CVE-2026-22871,tool,CWE-22,9.8,3.9,9.0,0.0,0.0,0,0.0,0.0,CRITICAL
CVE-2025-56005,undocumented,CWE-502,9.8,3.9,1.0,,,1,,,CRITICAL
CVE-2026-33936,package,CWE-20,5.3,3.9,13.0,0.0,0.0,1,0.0,0.0,MEDIUM
CVE-2026-40313,teams,CWE-829,9.1,3.9,13.0,0.0,0.0,0,0.0,0.17,CRITICAL
CVE-2026-42301,generates,CWE-20,7.8,1.8,2.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2026-42266,extensible,CWE-88,8.8,2.8,2.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2026-3073,has,CWE-639,4.3,2.8,10.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2026-45781,provides,CWE-636,3.5,2.1,27.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2026-44971,tool,CWE-918,8.2,3.9,14.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2026-44972,tool,CWE-116,5.0,1.8,15.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2026-45758,framework,CWE-506,9.6,2.8,41.0,,,0,,,CRITICAL
CVE-2026-54232,inference,CWE-427,8.8,2.8,8.0,38.0,38.0,1,10.0,6.5,HIGH
CVE-2026-15519,vulnerability,CWE-829,5.0,1.6,154.0,,,0,,,MEDIUM
CVE-2026-52869,called,CWE-639,7.1,1.6,8.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2026-52870,called,CWE-862,7.6,2.8,9.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2026-59950,called,CWE-346,8.1,2.8,10.0,0.0,0.0,0,0.0,0.0,HIGH
CVE-2026-67338,before,CWE-84,6.1,2.8,123.0,0.0,0.0,0,0.0,0.0,MEDIUM
CVE-2002-0131,control,NVD-CWE-Other,5.0,10.0,1.0,8503.0,8503.0,0,1.0,0.0,MEDIUM
CVE-2002-1119,from,NVD-CWE-Other,4.6,3.9,1.0,,,0,,,MEDIUM
CVE-2004-0150,overflow,CWE-120,7.5,10.0,1.0,6412.0,6412.0,0,0.0,0.0,HIGH
CVE-2005-0089,library,NVD-CWE-Other,7.5,10.0,1.0,7742.0,7742.0,0,7.0,5.83,HIGH
CVE-2005-0852,allows,NVD-CWE-Other,2.1,3.9,10.0,5143.0,5143.0,1,0.0,0.0,LOW
CVE-2005-1632,and,NVD-CWE-Other,7.2,3.9,11.0,,,0,,,HIGH
CVE-2005-2483,injection,NVD-CWE-Other,7.5,10.0,3.0,,,0,,,HIGH
CVE-2005-2491,overflow,NVD-CWE-Other,7.5,10.0,4.0,5917.0,5917.0,0,0.0,0.0,HIGH
CVE-2005-2875,allows,NVD-CWE-Other,7.5,10.0,11.0,5008.0,5008.0,0,0.0,0.0,HIGH
CVE-2005-3008,allows,NVD-CWE-Other,7.5,10.0,11.0,5000.0,5000.0,0,0.0,0.0,HIGH
CVE-2005-2966,import,NVD-CWE-Other,5.1,4.9,1.0,,,1,,,MEDIUM
CVE-2005-3291,installed,NVD-CWE-Other,4.6,3.9,1.0,,,0,,,MEDIUM
CVE-2005-3302,injection,CWE-94,7.3,3.9,4.0,,,1,,,HIGH
CVE-2006-0151,sudo,NVD-CWE-Other,7.2,3.9,1.0,5257.0,5257.0,1,0.0,0.0,HIGH
CVE-2006-1542,buffer,NVD-CWE-Other,3.7,1.9,5.0,5338.0,5338.0,1,0.0,0.0,LOW
CVE-2006-0052,attachment,NVD-CWE-Other,5.0,10.0,1.0,,,0,,,MEDIUM
CVE-2006-4980,overflow,NVD-CWE-Other,7.5,10.0,3.0,5504.0,5504.0,0,0.0,0.0,HIGH
CVE-2007-1253,injection,CWE-94,9.3,8.6,3.0,,,0,,,HIGH
CVE-2007-1359,conflict,NVD-CWE-noinfo,6.8,8.6,1.0,5312.0,5312.0,1,0.0,0.0,MEDIUM
CVE-2007-1657,buffer,NVD-CWE-Other,7.5,10.0,6.0,4980.0,4980.0,1,0.0,0.0,HIGH
CVE-2007-2052,error,CWE-193,5.0,10.0,1.0,,,0,,,MEDIUM
CVE-2007-4559,traversal,CWE-22,9.8,3.9,3.0,,,1,,,CRITICAL
CVE-2007-4965,integer,CWE-190,5.8,8.6,1.0,1710.0,1710.0,1,0.0,0.0,MEDIUM
CVE-2007-5741,through,CWE-94,7.5,10.0,3.0,,,0,,,HIGH
CVE-2008-0980,scripting,CWE-79,4.3,8.6,23.0,,,1,,,MEDIUM
CVE-2008-0981,redirect,CWE-22,6.4,10.0,2.0,,,0,,,MEDIUM
CVE-2008-0982,allows,CWE-20,5.8,8.6,11.0,4113.0,4113.0,1,0.0,0.0,MEDIUM
CVE-2008-1721,signedness,CWE-681,7.5,10.0,1.0,,,1,,,HIGH
CVE-2008-1887,and,CWE-120,9.3,8.6,22.0,,,1,,,HIGH
CVE-2008-1679,integer,CWE-190,6.8,8.6,2.0,1493.0,1493.0,0,0.0,0.0,MEDIUM
CVE-2008-3294,through,CWE-94,3.7,1.9,8.0,,,0,,,LOW
CVE-2008-2315,integer,CWE-190,7.5,10.0,5.0,1392.0,1392.0,1,0.0,0.0,HIGH
CVE-2008-2316,overflow,CWE-189,7.5,10.0,5.0,4843.0,4843.0,1,0.0,0.0,HIGH
CVE-2008-3142,buffer,CWE-120,7.5,10.0,9.0,4483.0,4483.0,1,0.0,0.0,HIGH
CVE-2008-3143,integer,CWE-190,7.5,10.0,5.0,1392.0,1392.0,0,0.0,0.0,HIGH
CVE-2008-3144,integer,CWE-190,5.0,10.0,5.0,1392.0,1392.0,1,0.0,0.0,MEDIUM
CVE-2008-4099,before,CWE-16,6.4,10.0,15.0,5563.0,5563.0,1,0.0,0.0,MEDIUM
CVE-2008-4108,the,CWE-59,7.2,3.9,2.0,1860.0,1860.0,0,0.0,0.0,HIGH
CVE-2008-4126,before,CWE-16,6.4,10.0,16.0,5563.0,5563.0,0,0.0,0.0,MEDIUM
CVE-2008-3949,and,CWE-94,7.2,3.9,19.0,,,0,,,HIGH
CVE-2008-4394,untrusted,NVD-CWE-Other,6.9,3.4,1.0,3800.0,3800.0,0,0.0,0.0,MEDIUM
CVE-2008-4863,search,NVD-CWE-Other,6.9,3.4,1.0,,,0,,,MEDIUM
CVE-2008-4864,integer,CWE-190,7.5,10.0,5.0,1300.0,1300.0,1,0.0,0.0,HIGH
CVE-2008-5031,integer,CWE-189,10.0,10.0,6.0,1291.0,1291.0,0,0.0,0.0,HIGH
CVE-2008-5102,and,CWE-399,4.0,8.0,12.0,,,0,,,MEDIUM
CVE-2008-5103,and,CWE-255,7.2,3.9,13.0,,,1,,,HIGH
CVE-2008-5104,and,CWE-255,7.2,3.9,14.0,,,1,,,HIGH
CVE-2008-5983,search,CWE-426,6.9,3.4,2.0,,,0,,,MEDIUM
CVE-2008-5984,search,NVD-CWE-Other,6.9,3.4,3.0,,,0,,,MEDIUM
CVE-2008-5985,search,NVD-CWE-Other,6.9,3.4,4.0,,,0,,,MEDIUM
CVE-2008-5986,search,NVD-CWE-Other,6.9,3.4,5.0,,,0,,,MEDIUM
CVE-2008-5987,search,NVD-CWE-Other,6.9,3.4,6.0,,,0,,,MEDIUM
CVE-2009-0314,search,CWE-426,6.9,3.4,7.0,,,1,,,MEDIUM
CVE-2009-0315,search,NVD-CWE-Other,6.9,3.4,8.0,,,0,,,MEDIUM
CVE-2009-0316,search,NVD-CWE-Other,6.9,3.4,9.0,,,0,,,MEDIUM
CVE-2009-0317,search,NVD-CWE-Other,6.9,3.4,10.0,,,0,,,MEDIUM
CVE-2009-0318,search,NVD-CWE-Other,6.9,3.4,11.0,,,0,,,MEDIUM
CVE-2009-0367,module,CWE-264,9.3,8.6,1.0,,,0,,,HIGH
CVE-2008-6539,code,CWE-94,6.5,8.0,1.0,,,0,,,MEDIUM
CVE-2008-6547,for,CWE-20,7.5,10.0,5.0,,,0,,,HIGH
CVE-2008-6549,function,NVD-CWE-noinfo,5.0,10.0,5.0,2162.0,2162.0,1,0.0,0.0,MEDIUM
CVE-2009-0668,vulnerability,CWE-94,6.5,8.0,32.0,,,0,,,MEDIUM
CVE-2008-6954,web,CWE-264,9.0,8.0,3.0,,,0,,,HIGH
CVE-2009-2940,pygresql,NVD-CWE-Other,7.5,10.0,1.0,5939.0,5939.0,0,10.0,2.33,HIGH
CVE-2009-3720,function,NVD-CWE-noinfo,5.0,10.0,8.0,1943.0,1943.0,1,0.0,0.0,MEDIUM
CVE-2009-3850,and,CWE-94,9.3,8.6,36.0,,,1,,,HIGH
CVE-2009-3578,and,CWE-94,9.3,8.6,35.0,,,0,,,HIGH
CVE-2009-3894,untrusted,NVD-CWE-Other,4.4,3.4,1.0,3385.0,3385.0,0,0.0,0.0,MEDIUM
CVE-2009-4081,search,NVD-CWE-Other,4.4,3.4,11.0,,,0,,,MEDIUM
CVE-2009-4134,underflow,CWE-787,5.0,10.0,1.0,3610.0,3610.0,0,0.0,0.0,MEDIUM
CVE-2010-1449,overflow,CWE-190,7.5,10.0,6.0,4179.0,4179.0,0,0.0,0.0,HIGH
CVE-2010-1450,buffer,CWE-120,7.5,10.0,9.0,3819.0,3819.0,0,0.0,0.0,HIGH
CVE-2010-1634,integer,CWE-190,5.0,10.0,4.0,728.0,728.0,0,0.0,0.0,MEDIUM
CVE-2010-2089,audioop,CWE-787,5.0,10.0,1.0,,,0,,,MEDIUM
CVE-2010-0395,and,NVD-CWE-noinfo,9.3,8.6,29.0,,,0,,,HIGH
CVE-2010-1666,overflow,CWE-119,6.8,8.6,7.0,4143.0,4143.0,0,0.0,0.0,MEDIUM
CVE-2010-2480,before,CWE-79,4.3,8.6,14.0,4911.0,4911.0,0,0.0,0.0,MEDIUM
CVE-2009-4924,does,CWE-79,4.3,8.6,3.0,,,0,,,MEDIUM
CVE-2010-3492,asyncore,NVD-CWE-Other,5.0,10.0,1.0,,,0,,,MEDIUM
CVE-2010-3493,race,CWE-362,4.3,8.6,1.0,3500.0,3500.0,0,0.0,0.0,MEDIUM
CVE-2010-2235,before,CWE-94,8.5,6.8,16.0,4751.0,4751.0,0,0.0,0.0,HIGH
CVE-2009-5065,scripting,CWE-79,4.3,8.6,7.0,,,1,,,MEDIUM
CVE-2011-1156,feedparser,CWE-399,5.0,10.0,1.0,5588.0,5588.0,1,3.0,0.5,MEDIUM
CVE-2011-1157,scripting,CWE-79,4.3,8.6,8.0,,,1,,,MEDIUM
CVE-2011-1158,scripting,CWE-79,4.3,8.6,9.0,,,0,,,MEDIUM
CVE-2011-1015,method,CWE-200,5.0,10.0,3.0,,,1,,,MEDIUM
CVE-2011-1521,urllib,CWE-399,6.4,10.0,1.0,,,0,,,MEDIUM
CVE-2011-2520,and,CWE-502,7.8,1.8,4.0,,,0,,,HIGH
CVE-2011-3587,vulnerability,NVD-CWE-noinfo,9.3,8.6,86.0,,,0,,,HIGH
CVE-2011-4137,functionality,CWE-399,5.0,10.0,1.0,,,0,,,MEDIUM
CVE-2011-1364,request,CWE-352,6.8,8.6,1.0,,,1,,,MEDIUM
CVE-2011-4211,implementation,CWE-264,7.2,3.9,4.0,,,1,,,HIGH
CVE-2011-4212,sandbox,CWE-264,7.2,3.9,1.0,,,1,,,HIGH
CVE-2011-4213,sandbox,CWE-264,7.2,3.9,2.0,,,1,,,HIGH
CVE-2011-4357,string,CWE-134,7.5,10.0,1.0,,,0,,,HIGH
CVE-2011-4642,before,CWE-352,4.6,3.9,19.0,4361.0,4361.0,1,0.0,0.0,MEDIUM
CVE-2012-2921,feedparser,CWE-399,5.0,10.0,1.0,5182.0,5182.0,0,3.0,0.5,MEDIUM
CVE-2011-4940,function,CWE-79,2.6,4.9,1.0,976.0,976.0,0,0.0,0.0,LOW
CVE-2012-0215,the,CWE-264,5.5,8.0,4.0,467.0,467.0,1,0.0,0.0,MEDIUM
CVE-2012-2135,decoder,NVD-CWE-Other,6.4,10.0,1.0,3161.0,3161.0,0,0.0,0.0,MEDIUM
CVE-2011-4944,through,CWE-264,1.9,3.4,6.0,,,0,,,LOW
CVE-2012-4245,scriptfu,CWE-862,6.8,8.6,1.0,,,0,,,MEDIUM
CVE-2012-3533,python,CWE-310,5.0,10.0,1.0,,,0,,,MEDIUM
CVE-2012-0845,before,CWE-399,5.0,10.0,17.0,4085.0,4085.0,1,0.0,0.0,MEDIUM
CVE-2012-1150,before,CWE-310,5.0,10.0,18.0,4085.0,4085.0,1,0.0,0.0,MEDIUM
CVE-2012-4406,before,CWE-502,9.8,3.9,22.0,4068.0,4068.0,0,0.0,0.0,CRITICAL
CVE-2012-5822,contribution,CWE-295,7.4,2.2,1.0,,,1,,,HIGH
CVE-2012-5825,does,CWE-20,5.8,8.6,1.0,,,1,,,MEDIUM
CVE-2012-4571,does,CWE-310,2.1,3.9,2.0,,,0,,,LOW
CVE-2012-0860,untrusted,NVD-CWE-Other,6.2,1.9,3.0,2252.0,2252.0,0,0.0,0.0,MEDIUM
CVE-2012-0861,before,CWE-310,6.8,3.2,26.0,3994.0,3994.0,0,0.0,0.0,MEDIUM
CVE-2011-4355,before,CWE-264,6.9,3.4,34.0,3934.0,3934.0,0,0.0,0.0,MEDIUM
CVE-2012-5659,search,NVD-CWE-Other,3.7,1.9,1.0,,,1,,,LOW
CVE-2013-1664,libraries,CWE-119,5.0,10.0,1.0,,,1,,,MEDIUM
CVE-2013-1665,libraries,CWE-200,5.0,10.0,2.0,,,0,,,MEDIUM
CVE-2013-4238,function,CWE-20,4.3,8.6,6.0,560.0,560.0,0,0.0,0.0,MEDIUM
CVE-2013-1909,client,CWE-20,5.8,8.6,1.0,,,0,,,MEDIUM
CVE-2013-2072,overflow,CWE-119,7.4,4.4,3.0,2990.0,2990.0,0,0.0,0.0,HIGH
CVE-2013-4111,client,CWE-20,5.8,8.6,2.0,,,0,,,MEDIUM
CVE-2013-5093,function,CWE-94,6.8,8.6,7.0,519.0,519.0,1,0.0,0.0,MEDIUM
CVE-2013-5942,through,CWE-94,6.8,8.6,1.0,,,0,,,MEDIUM
CVE-2013-2013,command,CWE-200,2.1,3.9,1.0,0.0,0.0,0,0.0,0.0,LOW
CVE-2013-2099,complexity,CWE-399,4.3,8.6,1.0,54.0,54.0,0,0.0,0.0,MEDIUM
CVE-2013-4482,search,NVD-CWE-Other,6.2,1.9,2.0,,,0,,,MEDIUM
CVE-2013-2104,before,CWE-264,5.5,8.0,15.0,3612.0,3612.0,0,0.0,0.0,MEDIUM
CVE-2014-1604,parser,NVD-CWE-Other,2.1,3.9,2.0,,,0,,,LOW
CVE-2014-1624,condition,CWE-59,3.3,3.4,3.0,2620.0,2620.0,0,0.0,0.0,LOW
CVE-2013-6491,client,CWE-310,4.3,8.6,4.0,,,0,,,MEDIUM
CVE-2013-2191,before,CWE-20,4.3,8.6,18.0,3595.0,3595.0,0,0.0,0.0,MEDIUM
CVE-2013-6396,client,CWE-310,5.8,8.6,5.0,,,0,,,MEDIUM
CVE-2014-1912,overflow,CWE-119,7.5,10.0,2.0,2805.0,2805.0,1,0.0,0.0,HIGH
